CaseID,Opened,Closed,Updated,Status,Responsible Agency,Category,Request Type,Request Details,Address,Neighborhood,Supervisor District,Point,Source,Media URL
3641284,05/14/2014 10:08:18 AM,08/07/2014 09:07:18 AM,08/07/2014 09:07:18 AM,Closed,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"1339 BRUSSELS ST, SAN FRANCISCO, CA, 94134",Portola,10.0,POINT (-122.40075684 37.71582031),Phone,
3641282,05/14/2014 10:07:47 AM,05/22/2014 08:02:39 AM,05/22/2014 08:02:39 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,WHITE - Ford - ECONOLINE VAN 150 - 8C45865,"30 STANFORD HEIGHTS AVE, SAN FRANCISCO, CA, 94127",Miraloma Park,7.0,POINT (-122.44972992 37.73442078),Web,
3641280,05/14/2014 10:07:20 AM,06/05/2014 09:16:00 AM,06/05/2014 09:16:00 AM,Closed,DPW BSM Queue,Graffiti,Graffiti on Pay_phone,Pay_phone - Not_Offensive,"1550 STEINER ST, SAN FRANCISCO, CA, 94115",Western Addition,5.0,POINT (-122.43445961 37.7835531),Mobile/Open311,http://mobile311.sfgov.org/reports/3641280/photos
3641279,05/14/2014 10:07:13 AM,05/23/2014 04:09:54 PM,05/23/2014 04:09:54 PM,Closed,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"173 GRANVILLE WAY, SAN FRANCISCO, CA, 94127",Laguna Honda,7.0,POINT (-122.46186829 37.74195099),Phone,
3641275,05/14/2014 10:05:19 AM,11/03/2014 10:46:26 AM,11/03/2014 10:46:26 AM,Closed,RPD Park Service Area 3 Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"John McLaren Park, , SAN FRANCISCO, CA, 94134",McLaren Park,10.0,POINT (-122.42215927 37.71928143),Mobile/Open311,http://mobile311.sfgov.org/reports/3641275/photos
3641271,05/14/2014 10:04:33 AM,05/15/2014 12:00:00 PM,05/15/2014 12:00:00 PM,Closed,DPW BSM Queue,Blocked Street or SideWalk,Blocked_Parking_Space_or_Strip,Construction_equipment blocking parking space,"949 FELL ST, SAN FRANCISCO, CA, 94117",Lower Haight,5.0,POINT (-122.43344453 37.7745299),Phone,
3641261,05/14/2014 10:02:38 AM,05/14/2014 10:24:35 AM,05/14/2014 10:24:35 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,"2256 BRYANT ST, SAN FRANCISCO, CA, 94110",Mission,9.0,POINT (-122.40970612 37.75846481),Integrated Agency,
3641258,05/14/2014 10:01:13 AM,05/22/2014 02:22:45 PM,05/22/2014 02:22:45 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of CEDAR ST and POLK ST,Lower Nob Hill,3.0,POINT (-122.41983494 37.78635804),Phone,
3641252,05/14/2014 09:58:57 AM,05/15/2014 10:13:11 AM,05/15/2014 10:13:11 AM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Inattentiveness_Negligence,202_Ignored_Stop_Request,Not associated with a specific address,,,POINT (0 0),Phone,
3641249,05/14/2014 09:58:51 AM,05/14/2014 12:53:53 PM,05/14/2014 12:53:53 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,Intersection of NEWHALL ST and EVANS AVE,Bayview,10.0,POINT (-122.38655575 37.74195042),Phone,
3641248,05/14/2014 09:58:41 AM,05/16/2014 12:00:00 PM,05/16/2014 12:00:00 PM,Closed,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Lifted_sidewalk_tree_roots,Intersection of PRENTISS ST and JARBOE AVE,Bernal Heights,9.0,POINT (-122.41212463 37.7382431),Web,
3641242,05/14/2014 09:55:21 AM,05/14/2014 10:12:34 AM,05/14/2014 10:12:34 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"538 STEINER ST, SAN FRANCISCO, CA, 94117",Lower Haight,5.0,POINT (-122.43259725 37.77405235),Mobile/Open311,http://mobile311.sfgov.org/reports/3641242/photos
3641239,05/14/2014 09:54:38 AM,05/14/2014 10:13:55 AM,05/14/2014 10:13:55 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"535 HAIGHT ST, SAN FRANCISCO, CA, 94117",Lower Haight,5.0,POINT (-122.43101451 37.77197663),Phone,
3641236,05/14/2014 09:54:00 AM,05/14/2014 01:36:43 PM,05/14/2014 01:36:43 PM,Closed,Recology_Abandoned,General Request - PUBLIC WORKS,request_for_service,bses - request_for_service,Intersection of JULIAN AVE and 14TH ST,Mission,9.0,POINT (-122.42121124 37.76819992),Web,
3641230,05/14/2014 09:53:17 AM,05/15/2014 10:15:04 AM,05/15/2014 10:15:04 AM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Services_Service_Delivery_Facilities,606_Lift_Bike_Rack_Securements_Defective,Not associated with a specific address,,,POINT (0 0),Web,
3641229,05/14/2014 09:52:47 AM,05/14/2014 10:13:03 AM,05/14/2014 10:13:03 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,Intersection of WEBSTER ST and LAUSSAT ST,Lower Haight,5.0,POINT (-122.42870994 37.77184955),Phone,
3641220,05/14/2014 09:51:01 AM,05/15/2014 10:18:28 AM,05/15/2014 10:18:28 AM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  -,,Not associated with a specific address,,,POINT (0 0),Web,
3641216,05/14/2014 09:49:07 AM,05/14/2014 11:32:32 AM,05/14/2014 11:32:32 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,Intersection of CLAY ST and POWELL ST,Nob Hill,3.0,POINT (-122.40953827 37.79385376),Integrated Agency,
3641210,05/14/2014 09:47:34 AM,05/14/2014 02:40:02 PM,05/14/2014 02:40:02 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"188 SHIPLEY ST, SAN FRANCISCO, CA, 94107",South of Market,6.0,POINT (-122.40261078 37.78009033),Phone,
3641207,05/14/2014 09:46:49 AM,05/15/2014 09:58:14 AM,05/15/2014 09:58:14 AM,Closed,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"1591 18TH AVE, SAN FRANCISCO, CA, 94122",Golden Gate Heights,7.0,POINT (-122.47574983 37.75820926),Phone,
3641203,05/14/2014 09:46:10 AM,05/14/2014 11:23:50 AM,05/14/2014 11:23:50 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"2395 27TH AVE, SAN FRANCISCO, CA, 94116",Parkside,4.0,POINT (-122.48442256 37.74279145),Mobile/Open311,http://mobile311.sfgov.org/reports/3641203/photos
3641195,05/14/2014 09:44:37 AM,03/07/2022 05:30:29 PM,03/07/2022 05:30:29 PM,Closed,DPW BSSR Queue,Street Defects,Pavement_Defect,Pavement_Defect,"267 4TH AVE, SAN FRANCISCO, CA, 94118",Inner Richmond,1.0,POINT (-122.46239563 37.78366305),Phone,
3641188,05/14/2014 09:41:49 AM,05/13/2014 01:40:00 AM,05/13/2014 01:40:00 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,Intersection of VARNEY PL and JACK LONDON ALY,South Beach,6.0,POINT (-122.39352027 37.7812321),Phone,
3641187,05/14/2014 09:41:29 AM,05/21/2014 12:41:06 PM,05/21/2014 12:41:06 PM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Offensive,Intersection of GERMANIA ST and STEINER ST,Duboce Triangle,5.0,POINT (-122.4318115 37.77054449),Mobile/Open311,http://mobile311.sfgov.org/reports/3641187/photos
3641182,05/14/2014 09:38:08 AM,05/14/2014 10:01:34 AM,05/14/2014 10:01:34 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"601 HAIGHT ST, SAN FRANCISCO, CA, 94117",Lower Haight,5.0,POINT (-122.43208009 37.77181991),Mobile/Open311,http://mobile311.sfgov.org/reports/3641182/photos
3641177,05/14/2014 09:35:33 AM,05/14/2014 10:30:49 AM,05/14/2014 10:30:49 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,"2976 FOLSOM ST, SAN FRANCISCO, CA, 94110",Mission,9.0,POINT (-122.41400909 37.74967957),Integrated Agency,
3641176,05/14/2014 09:35:30 AM,05/14/2014 10:54:33 AM,05/14/2014 10:54:33 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,"1016 CLAY ST, SAN FRANCISCO, CA, 94108",Nob Hill,3.0,POINT (-122.40996552 37.79391098),Integrated Agency,
3641174,05/14/2014 09:34:15 AM,05/14/2014 02:48:04 PM,05/14/2014 02:48:04 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1048 FOLSOM ST, SAN FRANCISCO, CA, 94103",South of Market,6.0,POINT (-122.40668183 37.77782012),Mobile/Open311,http://mobile311.sfgov.org/reports/3641174/photos
3641171,05/14/2014 09:32:37 AM,05/15/2014 07:15:28 AM,05/15/2014 07:15:28 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Sidewalk_structure,Sidewalk_structure - Not_Offensive,"542 FAXON AVE, SAN FRANCISCO, CA, 94112",Ingleside,11.0,POINT (-122.46016306 37.72412433),Phone,
3641168,05/14/2014 09:32:20 AM,05/27/2014 11:44:57 AM,05/27/2014 11:44:57 AM,Closed,Animal Care and Control - G,General Request - ANIMAL CARE CONTROL,request_for_service,animal_care_control - request_for_service,"3251 20TH AVE, SAN FRANCISCO, CA, 94132",Stonestown,7.0,POINT (-122.41848828 37.77482644),Phone,
3641164,05/14/2014 09:31:20 AM,05/14/2014 01:09:10 PM,05/14/2014 01:09:10 PM,Closed,Recology_Abandoned,Encampments,Encampment Reports,Encampment Cleanup,Intersection of ABBEY ST and CHULA LN,Mission Dolores,8.0,POINT (-122.42714952 37.76382391),Mobile/Open311,http://mobile311.sfgov.org/reports/3641164/photos
3641153,05/14/2014 09:25:50 AM,05/14/2014 12:42:27 PM,05/14/2014 12:42:27 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 24TH ST and VICKSBURG ST,Noe Valley,8.0,POINT (-122.4285485 37.75163755),Phone,
3641149,05/14/2014 09:24:29 AM,05/20/2014 12:23:41 PM,05/20/2014 12:23:41 PM,Closed,PUC Sewer Ops,Sewer Issues,Odor,From_other_location,Intersection of 5TH ST and BERRY ST,Mission Bay,6.0,POINT (-122.39451248 37.77484646),Mobile/Open311,
3641148,05/14/2014 09:23:04 AM,05/14/2014 10:01:10 AM,05/14/2014 10:01:10 AM,Closed,Recology_Overflowing,Street and Sidewalk Cleaning,Overflowing_City_Receptacle_or_Dumpster,Overflowing_City_Receptacle_or_Dumpster,Intersection of FILLMORE ST and DUBOCE AVE,Duboce Triangle,8.0,POINT (-122.42990612 37.76940718),Phone,
3641144,05/14/2014 09:22:04 AM,05/19/2014 02:09:45 AM,05/19/2014 02:09:45 AM,Closed,DPW Ops Queue,Litter Receptacles,Cans_Left_Out_24x7,,"885 CLAYTON ST, SAN FRANCISCO, CA, 94117",Cole Valley,8.0,POINT (-122.44772466 37.76543416),Mobile/Open311,http://mobile311.sfgov.org/reports/3641144/photos
3641142,05/14/2014 09:21:34 AM,05/14/2014 09:46:39 AM,05/14/2014 09:46:39 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,Intersection of LILY ST and BUCHANAN ST,Lower Haight,5.0,POINT (-122.42745209 37.77392197),Integrated Agency,
3641141,05/14/2014 09:21:32 AM,05/16/2014 11:26:06 AM,05/16/2014 11:26:06 AM,Closed,PUC Sewer Ops,General Request - PUC,request_for_service,sewer - request_for_service,"766 BRUSSELS ST, SAN FRANCISCO, CA, 94134",Portola,9.0,POINT (-122.403862 37.72266769),Integrated Agency,
3641137,05/14/2014 09:20:41 AM,07/17/2014 10:36:10 AM,07/17/2014 10:36:10 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Offensive,"897 CLAYTON ST, SAN FRANCISCO, CA, 94117",Cole Valley,8.0,POINT (-122.44781284 37.76513987),Mobile/Open311,http://mobile311.sfgov.org/reports/3641137/photos
3641135,05/14/2014 09:19:52 AM,05/14/2014 10:59:57 AM,05/14/2014 10:59:57 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"376 7TH AVE, SAN FRANCISCO, CA, 94118",Inner Richmond,1.0,POINT (-122.46531657 37.78143058),Phone,
3641130,05/14/2014 09:19:00 AM,05/22/2014 02:22:17 PM,05/22/2014 02:22:17 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of JACKSON ST and COLUMBUS AVE,Chinatown,3.0,POINT (-122.40441416 37.79630193),Phone,
3641125,05/14/2014 09:17:41 AM,05/15/2014 12:00:00 PM,05/15/2014 12:00:00 PM,Closed,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,damaged_vandalism,"960 COLE ST, SAN FRANCISCO, CA, 94117",Cole Valley,5.0,POINT (-122.44947472 37.76493309),Mobile/Open311,http://mobile311.sfgov.org/reports/3641125/photos
3641122,05/14/2014 09:16:39 AM,05/14/2014 11:54:59 AM,05/14/2014 11:54:59 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"960 COLE ST, SAN FRANCISCO, CA, 94117",Cole Valley,8.0,POINT (-122.44937489 37.7649794),Mobile/Open311,http://mobile311.sfgov.org/reports/3641122/photos
3641118,05/14/2014 09:15:52 AM,06/10/2014 12:25:27 PM,06/10/2014 12:25:27 PM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Offensive,"960 COLE ST, SAN FRANCISCO, CA, 94117",Cole Valley,8.0,POINT (-122.44938319 37.76501598),Mobile/Open311,http://mobile311.sfgov.org/reports/3641118/photos
3641110,05/14/2014 09:14:18 AM,05/14/2014 09:43:55 AM,05/14/2014 09:43:55 AM,Closed,Recology_Overflowing,Street and Sidewalk Cleaning,Overflowing_City_Receptacle_or_Dumpster,Overflowing_City_Receptacle_or_Dumpster,Intersection of SCOTT ST and WALLER ST,Duboce Triangle,5.0,POINT (-122.43518526 37.77054576),Phone,
3641103,05/14/2014 09:13:09 AM,05/14/2014 09:36:00 AM,05/14/2014 09:36:00 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,Intersection of ABBEY ST and CHULA LN,Mission Dolores,8.0,POINT (-122.427297 37.763746),Mobile/Open311,http://mobile311.sfgov.org/reports/3641103/photos
3641099,05/14/2014 09:12:13 AM,05/14/2014 12:11:40 PM,05/14/2014 12:11:40 PM,Closed,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,60 ft zone requested from 05/19/2014 to 05/20/2014,"1350 FILBERT ST, SAN FRANCISCO, CA, 94109",Russian Hill,3.0,POINT (-122.42169952 37.79990768),Web,
3641094,05/14/2014 09:11:43 AM,05/14/2014 10:40:03 AM,05/14/2014 10:40:03 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"1040 BUSH ST, SAN FRANCISCO, CA, 94109",Lower Nob Hill,3.0,POINT (-122.41441942 37.78949516),Phone,
3641092,05/14/2014 09:11:39 AM,05/20/2014 07:39:06 AM,05/20/2014 07:39:06 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,WHITE - VAN - VAN - 4E82102,"345 SANTIAGO ST, SAN FRANCISCO, CA, 94116",Golden Gate Heights,7.0,POINT (-122.47119141 37.74498367),Phone,
3641090,05/14/2014 09:10:46 AM,05/16/2014 03:28:24 PM,05/16/2014 03:28:24 PM,Closed,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"828 QUINTARA ST, SAN FRANCISCO, CA, 94116",Golden Gate Heights,7.0,POINT (-122.47427093 37.74877901),Phone,
3641089,05/14/2014 09:10:45 AM,05/14/2014 09:48:23 AM,05/14/2014 09:48:23 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,Intersection of WEBSTER ST and HAIGHT ST,Lower Haight,5.0,POINT (-122.42880162 37.77231502),Phone,
3641088,05/14/2014 09:10:45 AM,05/14/2014 11:04:03 AM,05/14/2014 11:04:03 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"428 15TH AVE, SAN FRANCISCO, CA, 94118",Inner Richmond,1.0,POINT (-122.47377014 37.77997208),Phone,
3641080,05/14/2014 09:08:33 AM,05/14/2014 09:53:41 AM,05/14/2014 09:53:41 AM,Closed,Recology_Abandoned,Encampments,Encampment items,Clothing,"459 HAIGHT ST, SAN FRANCISCO, CA, 94117",Lower Haight,5.0,POINT (-122.42974874 37.7721402),Phone,
3641077,05/14/2014 09:07:19 AM,05/15/2014 10:22:34 AM,05/15/2014 10:22:34 AM,Closed,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"2736 FILBERT ST, SAN FRANCISCO, CA, 94123",Cow Hollow,2.0,POINT (-122.44457946 37.79694296),Phone,
3641075,05/14/2014 09:06:37 AM,04/17/2015 10:06:16 PM,04/17/2015 10:06:16 PM,Closed,311 Service Request Queue - Hold,Street Defects,Pavement_Defect,Pavement_Defect,Intersection of BUSH ST and DIVISADERO ST,Lower Pacific Heights,2.0,POINT (-122.44038081 37.78614901),Mobile/Open311,
3641073,05/14/2014 09:06:31 AM,05/19/2014 02:01:56 AM,05/19/2014 02:01:56 AM,Closed,DPW Ops Queue,Litter Receptacles,Litter_Receptacle_Request_New_Removal,,"807 ALVARADO ST, SAN FRANCISCO, CA, 94114",Upper Market,8.0,POINT (-122.43867338 37.75317793),Mobile/Open311,
3641070,05/14/2014 09:04:40 AM,05/14/2014 10:04:18 AM,05/14/2014 10:04:18 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"20 GERMANIA ST, SAN FRANCISCO, CA, 94117",Duboce Triangle,5.0,POINT (-122.42894873 37.77091718),Phone,
3641065,05/14/2014 09:03:50 AM,05/28/2014 12:00:00 PM,05/28/2014 12:00:00 PM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"2486 GEARY BLVD, SAN FRANCISCO, CA, 94115",Lower Pacific Heights,2.0,POINT (-122.44420624 37.78289413),Integrated Agency,
3641064,05/14/2014 09:03:48 AM,05/20/2014 12:31:41 PM,05/20/2014 12:31:41 PM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"2302 GEARY BLVD, SAN FRANCISCO, CA, 94115",Lower Pacific Heights,2.0,POINT (-122.44142151 37.78325272),Integrated Agency,
3641063,05/14/2014 09:03:45 AM,06/03/2014 11:49:04 AM,06/03/2014 11:49:04 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"1114 MARKET ST, SAN FRANCISCO, CA, 94102",Tenderloin,5.0,POINT (-122.41269684 37.78081131),Integrated Agency,
3641061,05/14/2014 09:03:08 AM,05/14/2014 09:32:31 AM,05/14/2014 09:32:31 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 26TH ST and GUERRERO ST,Mission,8.0,POINT (-122.42256927 37.74877167),Phone,
3641054,05/14/2014 09:01:52 AM,05/19/2014 01:57:54 AM,05/19/2014 01:57:54 AM,Closed,DPW Ops Queue,Litter Receptacles,Cans_Left_Out_24x7,,"44 PARNASSUS AVE, SAN FRANCISCO, CA, 94117",Cole Valley,8.0,POINT (-122.44868103 37.76511363),Mobile/Open311,http://mobile311.sfgov.org/reports/3641054/photos
3641053,05/14/2014 09:01:36 AM,05/14/2014 09:33:01 AM,05/14/2014 09:33:01 AM,Closed,DPW - Bureau of Street Environmental Services - G,General Request - PUBLIC WORKS,request_for_service,bses - request_for_service,"2445 CLEMENT ST, SAN FRANCISCO, CA, 94121",Outer Richmond,1.0,POINT (-122.48561859 37.78181458),Web,
3641051,05/14/2014 08:59:41 AM,05/14/2014 01:11:11 PM,05/14/2014 01:11:11 PM,Closed,Recology_Abandoned,Blocked Street or SideWalk,Blocked_Sidewalk,Residential_totter blocking sidewalk,"105 CARL ST, SAN FRANCISCO, CA, 94117",Cole Valley,8.0,POINT (-122.44994259 37.76552594),Mobile/Open311,http://mobile311.sfgov.org/reports/3641051/photos
3641049,05/14/2014 08:59:05 AM,05/15/2014 09:34:53 AM,05/15/2014 09:34:53 AM,Closed,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"330 ALEMANY BLVD, SAN FRANCISCO, CA, 94110",Bernal Heights,9.0,POINT (-122.41182604 37.73434068),Phone,
3641046,05/14/2014 08:57:05 AM,05/14/2014 01:08:49 AM,05/14/2014 01:08:49 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of CLAYTON ST and PARNASSUS AVE,Cole Valley,8.0,POINT (-122.44765747 37.76523962),Mobile/Open311,http://mobile311.sfgov.org/reports/3641046/photos
3641045,05/14/2014 08:57:01 AM,10/12/2016 01:12:00 AM,10/12/2016 01:12:00 AM,Closed,DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,Intersection of CLAREMONT BLVD and ALLSTON WAY,West Portal,7.0,POINT (-122.46395537 37.74225979),Phone,
3641042,05/14/2014 08:55:55 AM,05/16/2014 07:39:53 AM,05/16/2014 07:39:53 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car2door,gray - Ford - Mustang - 4WDS315,"179 SATURN ST, SAN FRANCISCO, CA, 94114",Buena Vista,8.0,POINT (-122.44427655 37.76250422),Phone,
3641036,05/14/2014 08:53:55 AM,05/16/2014 06:25:27 AM,05/16/2014 06:25:27 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,,Intersection of GRAND VIEW AVE and ELIZABETH ST,Upper Market,8.0,POINT (-122.44274139 37.75157166),Web,
3641031,05/14/2014 08:52:53 AM,05/15/2014 09:42:58 AM,05/15/2014 09:42:58 AM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Inattentiveness_Negligence,201_Pass_Up_Did_Not_Wait_for_Transferee,Intersection of POWELL ST and CLAY ST,Nob Hill,3.0,POINT (-122.40953827 37.79385376),Phone,
3641030,05/14/2014 08:52:33 AM,05/16/2014 06:24:47 AM,05/16/2014 06:24:47 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,,Intersection of GRAND VIEW AVE and ELIZABETH ST,Upper Market,8.0,POINT (-122.44274139 37.75157166),Web,
3641028,05/14/2014 08:52:20 AM,05/14/2014 07:18:44 AM,05/14/2014 07:18:44 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"1259 POLK ST, SAN FRANCISCO, CA, 94109",Lower Nob Hill,3.0,POINT (-122.42053483 37.78852768),Phone,
3641024,05/14/2014 08:51:22 AM,05/21/2014 06:29:36 AM,05/21/2014 06:29:36 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,Green - Oldsmobile - Cutlass - 3MBB283,Intersection of GRAND VIEW AVE and ELIZABETH ST,Upper Market,8.0,POINT (-122.44274139 37.75157166),Web,
3641019,05/14/2014 08:50:00 AM,05/16/2014 06:24:08 AM,05/16/2014 06:24:08 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - PickupTruck,green - Ford - F150 - 7J29904,Intersection of GRAND VIEW AVE and ELIZABETH ST,Upper Market,8.0,POINT (-122.44274139 37.75157166),Web,
3641015,05/14/2014 08:49:12 AM,05/14/2014 11:56:02 AM,05/14/2014 11:56:02 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,Intersection of 35TH AVE and IRVING ST,Outer Sunset,4.0,POINT (-122.49427032 37.76280594),Integrated Agency,
3641014,05/14/2014 08:49:10 AM,06/09/2014 08:34:28 AM,06/09/2014 08:34:28 AM,Closed,PUC Sewer Ops,General Request - PUC,request_for_service,sewer - request_for_service,Intersection of BUSH ST and BRODERICK ST,Lower Pacific Heights,2.0,POINT (-122.44172668 37.78596878),Integrated Agency,
